,Unnamed: 0,sent_index,word_index,word,region,condition,model_word,surprisal,model,unk,final
0,0,0,0,I,prefix,that_no-gap_obj,I,0.0,google,False,False
1,1,0,1,know,prefix,that_no-gap_obj,know,12.60753345489502,google,False,False
2,2,0,2,that,that,that_no-gap_obj,that,5.9504942893981925,google,False,False
3,3,0,3,he,subject,that_no-gap_obj,he,4.9078407287597665,google,False,False
4,4,0,4,likely,modifier,that_no-gap_obj,likely,14.684893608093262,google,False,False
5,5,0,5,could,verb,that_no-gap_obj,could,7.82220983505249,google,False,False
6,6,0,6,meet,verb,that_no-gap_obj,meet,12.327906608581545,google,False,False
7,7,0,7,with,verb,that_no-gap_obj,with,4.2167983055114755,google,False,False
8,8,0,8,the,object,that_no-gap_obj,the,3.2270538806915283,google,False,False
9,9,0,9,nanny,object,that_no-gap_obj,nanny,12.763659477233887,google,False,False
10,10,0,10,today,continuation,that_no-gap_obj,today,9.836545944213867,google,False,False
11,11,0,12,.,End,that_no-gap_obj,.,1.3416330814361572,google,False,False
12,12,0,13,<eos>,End,that_no-gap_obj,<eos>,0.0,google,False,True
13,13,1,0,I,prefix,that_no-gap_obj,I,0.0,google,False,False
14,14,1,1,know,prefix,that_no-gap_obj,know,12.60753345489502,google,False,False
15,15,1,2,that,that,that_no-gap_obj,that,5.9504942893981925,google,False,False
16,16,1,3,she,subject,that_no-gap_obj,she,8.208765029907228,google,False,False
17,17,1,4,probably,modifier,that_no-gap_obj,probably,8.118950843811035,google,False,False
18,18,1,5,got,verb,that_no-gap_obj,got,6.054126262664795,google,False,False
19,19,1,6,married,verb,that_no-gap_obj,married,8.487644195556639,google,False,False
20,20,1,7,to,verb,that_no-gap_obj,to,2.337425708770752,google,False,False
21,21,1,8,a,object,that_no-gap_obj,a,1.2404534816741943,google,False,False
22,22,1,9,sailor,object,that_no-gap_obj,sailor,11.344592094421387,google,False,False
23,23,1,10,now,continuation,that_no-gap_obj,now,10.210142135620117,google,False,False
24,24,1,12,.,End,that_no-gap_obj,.,1.5556765794754028,google,False,False
25,25,1,13,<eos>,End,that_no-gap_obj,<eos>,0.0,google,False,True
26,26,2,0,I,prefix,that_no-gap_obj,I,0.0,google,False,False
27,27,2,1,know,prefix,that_no-gap_obj,know,12.60753345489502,google,False,False
28,28,2,2,that,that,that_no-gap_obj,that,5.9504942893981925,google,False,False
29,29,2,3,he,subject,that_no-gap_obj,he,4.9078407287597665,google,False,False
30,30,2,4,allegedly,modifier,that_no-gap_obj,allegedly,17.58675193786621,google,False,False
31,31,2,5,could,verb,that_no-gap_obj,could,9.944960594177246,google,False,False
32,32,2,6,do,verb,that_no-gap_obj,do,5.064979553222656,google,False,False
33,33,2,7,the,object,that_no-gap_obj,the,6.216035842895508,google,False,False
34,34,2,8,job,object,that_no-gap_obj,job,1.7782485485076904,google,False,False
35,35,2,9,quickly,continuation,that_no-gap_obj,quickly,11.640053749084473,google,False,False
36,36,2,11,.,End,that_no-gap_obj,.,1.7963169813156128,google,False,False
37,37,2,12,<eos>,End,that_no-gap_obj,<eos>,0.0,google,False,True
38,38,3,0,I,prefix,that_no-gap_obj,I,0.0,google,False,False
39,39,3,1,know,prefix,that_no-gap_obj,know,12.60753345489502,google,False,False
40,40,3,2,that,that,that_no-gap_obj,that,5.9504942893981925,google,False,False
41,41,3,3,he,subject,that_no-gap_obj,he,4.9078407287597665,google,False,False
